GL_ratio,Lower Mill Gap,Upper Mill Gap,Conversion Time,Vorlauf Time,Tot Mash Time,Fraction Vorlauf Time,Vorlauf Rate,First Wort Rate,Moisture Pct,CGAI,Bushel Weight,ST Ratio,AA,DPower,Batch ID,OG Run,Lot ID,Mash Efficiency,dP Vorlauf Mean,dP Voraluf StDev,dP Vorlauf Range,dP Collection Mean,dP Collection StDev,dP Collection Range,assortment_on7,assortment_on6,assortment_on5,assortment_thru5,cellar_batch_id_selected,min_gravity,last_gravity,sieve_14,sieve_30,sieve_60,sieve_pan,max_gravity_time_collection,max_gravity_collection,max_gravity_time_wvorlauf,max_gravity_wvorlauf,max_gravity_time_from_vstart
1.41,1.1,1.55,35.51,14,49.516,0.283,45.4,29.91,4.8,77.9,39.3,45.4,81,132,20200820.01519 - PsycHOPathy - FV4002,70,SH0190675,91.19,1.98,0.71,3.11,2.77,1.57,7.803761959,64.4,23.7,9.6,2.3,20200820 - PsycHOPathy - FV4002,2,2,46.31893921,33.9546814,10.31209946,9.414278984,1.17,24.88,1.17,24.88,15.17
1.41,1.1,1.55,35.18,15,50.183,0.299,44.65,29.89,4.8,77.9,39.3,45.4,81,132,20200820.01520 - PsycHOPathy - FV4002,71,SH0190675,90.27,0.97,0.38,1.72,1.68,1.82,9.211731911,64.4,23.7,9.6,2.3,20200820 - PsycHOPathy - FV4002,2,2,47.50031281,34.70041275,9.898254395,7.901019573,1.33,24.5,1.33,24.5,16.33
1.41,1.1,1.55,35.51,14.51,50.016,0.29,45.36,29.94,4.9,77.2,41.7,42.5,80,139,20200827.01525 - PsycHOPathy - FV4001,72,SH0191338,91.55,2.42,0.93,4.13,4.54,1.95,8.776726723,64.5,25.5,8.4,1.6,20200827 - PsycHOPathy - FV4001,1.9,2,45.24214935,34.98792648,10.3465414,9.423382759,1.83,25.26,1.83,25.26,16.34
1.41,1.1,1.55,35.51,13.84,49.349,0.28,45.38,29.96,4.9,77.2,41.7,42.5,80,139,20200827.01526 - PsycHOPathy - FV4001,73,SH0191338,90.97,1.91,0.9,3.52,2.76,1.57,7.660409927,64.5,25.5,8.4,1.6,20200827 - PsycHOPathy - FV4001,1.9,2,44.81164551,35.93714142,10.8158083,8.435403824,1,24.74,1,24.74,14.84
1.41,1.1,1.95,35.51,15.17,50.683,0.299,45.32,29.82,4.9,77.2,41.7,42.5,80,139,20200903.01530 - PsycHOPathy - FV4002,74,SH0191338,90.97,3.6,1.55,6.17,5.24,1.93,8.553184509,64.5,25.5,8.4,1.6,20200903 - PsycHOPathy - FV4002,2,2.1,45.5883255,35.24475479,10.79963589,8.367282867,1.5,25.29,1.5,25.29,16.67
1.41,1.1,1.95,35.18,16.01,51.181,0.313,44.75,29.93,4.9,77.2,41.7,42.5,80,139,20200903.01531 - PsycHOPathy - FV4002,75,SH0191338,90.7,0.75,0.67,2.61,1.29,1.94,9.162941933,64.5,25.5,8.4,1.6,20200903 - PsycHOPathy - FV4002,2,2.1,44.31743622,35.51600266,16.66394424,3.502616405,1.5,24.65,1.5,24.65,17.51
1.5,1.1,1.95,30.51,15.17,45.683,0.332,45.33,29.87,4.9,77.5,42.2,41.6,84,147,20200917.01547 - PsycHOPathy - FV4002,76,SH0192144,92.57,3.66,1.18,5.12,5.18,1.78,7.878578663,64.4,25.4,7.6,2.6,20200917 - PsycHOPathy - FV4002,1.8,1.8,43.64122009,36.10168457,10.91211033,9.344984055,1,24.7,-2.33,24.73,12.84
1.5,1.1,1.95,30.68,15,45.681,0.328,45.29,29.93,4.9,77.5,42.2,41.6,84,147,20200917.01548 - PsycHOPathy - FV4002,77,SH0192144,90.77,3.01,1.25,4.99,4.11,1.54,7.193941116,64.4,25.4,7.6,2.6,20200917 - PsycHOPathy - FV4002,1.8,1.8,43.50688934,37.1651268,10.66293335,8.665049553,1.17,24.67,-2.5,24.78,12.5
1.5,1.1,1.95,30.68,16,46.681,0.343,45.33,29.97,5,78.7,42,44.8,68,137,20201008.01568 - PsycHOPathy - FV4001,80,SH0192821,89.12,3.26,1.26,5.27,6.48,2.62,9.366005898,51.9,34,12,2.1,20201008 - PsycHOPathy - FV4001,2.9,2.9,44.20785904,35.66539764,11.19138145,8.935362816,1.17,24.24,-3,24.51,13
1.5,1.1,1.95,31.01,15.34,46.348,0.331,45.32,29.78,5,78.7,42,44.8,68,137,20201008.01569 - PsycHOPathy - FV4001,81,SH0192821,87.94,2.48,1.24,4.81,5.07,2.35,9.856342316,51.9,34,12,2.1,20201008 - PsycHOPathy - FV4001,2.9,2.9,43.56836319,35.41941833,10.98084545,10.03137398,1,24.19,-4.33,24.3,11.01
